Name;Date;Fraktion;Policy_area_1;Policy_area_2;Policy_area_3;Policy_area_4;Policy_area_5;Policy_area_6;Policy_area_7;Yes_party;No_party;Abstain_party;Absent_party;Yes_share;Party_yes;Opposition;Gov_votes;Gov_Yes;Date_new;Week;Month;Quarter;Year;Corona;Corona_dur
Beteiligung am Europäischen Corona-Stabilitätsmechanismus;14. Mai 2020;fraktionslos;Europapolitik und Europäische Union; Gesundheit; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;  0;  4;  0; 8;0,00000000; 0;TRUE;2;1;2020-05-14;20; 5;2;2020;1;74
Beteiligung am Europäischen Corona-Stabilitätsmechanismus;14. Mai 2020;SPD;Europapolitik und Europäische Union; Gesundheit; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;286;  0;  0;18;1,00000000; 1;FALSE;2;1;2020-05-14;20; 5;2;2020;1;74
Beteiligung der Bundeswehr an der EU-Mission im Mittelmeer;07. Mai 2020;FDP;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA; 64;  0;  2;14;1,00000000; 1;TRUE;2;1;2020-05-07;19; 5;2;2020;1;67
Beteiligung der Bundeswehr an der EU-Mission im Mittelmeer;07. Mai 2020;fraktionslos;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0;  3;  0; 3;0,00000000; 0;TRUE;2;1;2020-05-07;19; 5;2;2020;1;67
Beteiligung der Bundeswehr an der EU-Mission im Mittelmeer;07. Mai 2020;SPD;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;128;  1;  0;22;0,99224806; 1;FALSE;2;1;2020-05-07;19; 5;2;2020;1;67
Beteiligung der Bundeswehr an der EU-Mission im Mittelmeer;07. Mai 2020;DIE GRÜNEN;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0;  5; 46; 9;0,00000000; 0;TRUE;2;1;2020-05-07;19; 5;2;2020;1;67
Beteiligung der Bundeswehr an der EU-Mission im Mittelmeer;07. Mai 2020;DIE LINKE;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 48;  0;21;0,00000000; 0;TRUE;2;1;2020-05-07;19; 5;2;2020;1;67
Beteiligung der Bundeswehr an der EU-Mission im Mittelmeer;07. Mai 2020;AfD;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 71;  0;18;0,00000000; 0;TRUE;2;1;2020-05-07;19; 5;2;2020;1;67
Beteiligung der Bundeswehr an der EU-Mission im Mittelmeer;07. Mai 2020;CDU/CSU;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;216;  0;  0;30;1,00000000; 1;FALSE;2;1;2020-05-07;19; 5;2;2020;1;67
Bundeshaushalt 2018;05. Juli 2018;FDP;Haushalt;NA;NA;NA;NA;NA;NA;  0; 75;  0; 5;0,00000000; 0;TRUE;2;1;2018-07-05;27; 7;3;2018;0;-605
Bundeshaushalt 2018;05. Juli 2018;fraktionslos;Haushalt;NA;NA;NA;NA;NA;NA;  0;  1;  0; 1;0,00000000; 0;TRUE;2;1;2018-07-05;27; 7;3;2018;0;-605
Bundeshaushalt 2018;05. Juli 2018;SPD;Haushalt;NA;NA;NA;NA;NA;NA;147;  0;  0; 6;1,00000000; 1;FALSE;2;1;2018-07-05;27; 7;3;2018;0;-605
Bundeshaushalt 2018;05. Juli 2018;DIE GRÜNEN;Haushalt;NA;NA;NA;NA;NA;NA;  0; 58;  0; 9;0,00000000; 0;TRUE;2;1;2018-07-05;27; 7;3;2018;0;-605
Bundeshaushalt 2018;05. Juli 2018;DIE LINKE;Haushalt;NA;NA;NA;NA;NA;NA;  0; 55;  0; 7;0,00000000; 0;TRUE;2;1;2018-07-05;27; 7;3;2018;0;-605
Bundeshaushalt 2018;05. Juli 2018;AfD;Haushalt;NA;NA;NA;NA;NA;NA;  0; 86;  0; 6;0,00000000; 0;TRUE;2;1;2018-07-05;27; 7;3;2018;0;-605
Bundeshaushalt 2018;05. Juli 2018;CDU/CSU;Haushalt;NA;NA;NA;NA;NA;NA;239;  0;  0; 7;1,00000000; 1;FALSE;2;1;2018-07-05;27; 7;3;2018;0;-605
Bundeshaushalt 2019;23. November 2018;AfD;Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten; Wirtschaft;NA;NA;NA;  0; 78;  0;10;0,00000000; 0;TRUE;2;1;2018-11-23;47;11;4;2018;0;-464
Bundeshaushalt 2019;23. November 2018;CDU/CSU;Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten; Wirtschaft;NA;NA;NA;229;  1;  0;16;0,99565217; 1;FALSE;2;1;2018-11-23;47;11;4;2018;0;-464
Bundeshaushalt 2019;23. November 2018;DIE GRÜNEN;Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten; Wirtschaft;NA;NA;NA;  0; 63;  0; 3;0,00000000; 0;TRUE;2;1;2018-11-23;47;11;4;2018;0;-464
Bundeshaushalt 2019;23. November 2018;DIE LINKE;Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten; Wirtschaft;NA;NA;NA;  0; 58;  0;10;0,00000000; 0;TRUE;2;1;2018-11-23;47;11;4;2018;0;-464
Bundeshaushalt 2019;23. November 2018;FDP;Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten; Wirtschaft;NA;NA;NA;  0; 74;  0; 5;0,00000000; 0;TRUE;2;1;2018-11-23;47;11;4;2018;0;-464
Bundeshaushalt 2019;23. November 2018;fraktionslos;Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten; Wirtschaft;NA;NA;NA;  0;  1;  0; 1;0,00000000; 0;TRUE;2;1;2018-11-23;47;11;4;2018;0;-464
Bundeshaushalt 2019;23. November 2018;SPD;Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten; Wirtschaft;NA;NA;NA;137;  2;  0;14;0,98561151; 1;FALSE;2;1;2018-11-23;47;11;4;2018;0;-464
Bundeshaushalt 2019: Etat des Bundeskanzleramtes;21. November 2018;AfD;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Wirtschaft;NA;NA;NA;  0; 73;  0;15;0,00000000; 0;TRUE;2;1;2018-11-21;47;11;4;2018;0;-466
Bundeshaushalt 2019: Etat des Bundeskanzleramtes;21. November 2018;CDU/CSU;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Wirtschaft;NA;NA;NA;236;  0;  0;10;1,00000000; 1;FALSE;2;1;2018-11-21;47;11;4;2018;0;-466
Bundeshaushalt 2019: Etat des Bundeskanzleramtes;21. November 2018;DIE GRÜNEN;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Wirtschaft;NA;NA;NA;  0; 58;  0; 8;0,00000000; 0;TRUE;2;1;2018-11-21;47;11;4;2018;0;-466
Bundeshaushalt 2019: Etat des Bundeskanzleramtes;21. November 2018;DIE LINKE;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Wirtschaft;NA;NA;NA;  0; 62;  0; 7;0,00000000; 0;TRUE;2;1;2018-11-21;47;11;4;2018;0;-466
Bundeshaushalt 2019: Etat des Bundeskanzleramtes;21. November 2018;FDP;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Wirtschaft;NA;NA;NA;  0; 74;  0; 4;0,00000000; 0;TRUE;2;1;2018-11-21;47;11;4;2018;0;-466
Bundeshaushalt 2019: Etat des Bundeskanzleramtes;21. November 2018;fraktionslos;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Wirtschaft;NA;NA;NA;  0;  1;  0; 1;0,00000000; 0;TRUE;2;1;2018-11-21;47;11;4;2018;0;-466
Bundeshaushalt 2019: Etat des Bundeskanzleramtes;21. November 2018;SPD;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Wirtschaft;NA;NA;NA;146;  0;  0; 7;1,00000000; 1;FALSE;2;1;2018-11-21;47;11;4;2018;0;-466
Bundeshaushalt 2020;29. November 2019;DIE LINKE;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;  0; 55;  0;12;0,00000000; 0;TRUE;2;1;2019-11-29;48;11;4;2019;0;-93
Bundeshaushalt 2020;29. November 2019;fraktionslos;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;  0;  1;  0; 3;0,00000000; 0;TRUE;2;1;2019-11-29;48;11;4;2019;0;-93
Bundeshaushalt 2020;29. November 2019;SPD;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;135;  0;  0;17;1,00000000; 1;FALSE;2;1;2019-11-29;48;11;4;2019;0;-93
Bundeshaushalt 2020;29. November 2019;DIE GRÜNEN;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;  0; 58;  0; 7;0,00000000; 0;TRUE;2;1;2019-11-29;48;11;4;2019;0;-93
Bundeshaushalt 2020;29. November 2019;FDP;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;  0; 67;  0;10;0,00000000; 0;TRUE;2;1;2019-11-29;48;11;4;2019;0;-93
Bundeshaushalt 2020;29. November 2019;AfD;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;  0; 82;  0; 8;0,00000000; 0;TRUE;2;1;2019-11-29;48;11;4;2019;0;-93
Bundeshaushalt 2020;29. November 2019;CDU/CSU;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;236;  0;  0;10;1,00000000; 1;FALSE;2;1;2019-11-29;48;11;4;2019;0;-93
Corona-Maßnahmen zum Schutz der Bevölkerung;14. Mai 2020;AfD;Gesundheit; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;  0; 79;  0;10;0,00000000; 0;TRUE;2;1;2020-05-14;20; 5;2;2020;1;74
Corona-Maßnahmen zum Schutz der Bevölkerung;14. Mai 2020;CDU/CSU;Gesundheit; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;225;  0;  1;17;1,00000000; 1;FALSE;2;1;2020-05-14;20; 5;2;2020;1;74
Corona-Maßnahmen zum Schutz der Bevölkerung;14. Mai 2020;DIE GRÜNEN;Gesundheit; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;  0;  1; 55; 7;0,00000000; 0;TRUE;2;1;2020-05-14;20; 5;2;2020;1;74
Corona-Maßnahmen zum Schutz der Bevölkerung;14. Mai 2020;DIE LINKE;Gesundheit; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;  0; 57;  0;12;0,00000000; 0;TRUE;2;1;2020-05-14;20; 5;2;2020;1;74
Corona-Maßnahmen zum Schutz der Bevölkerung;14. Mai 2020;FDP;Gesundheit; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;  0; 75;  0; 5;0,00000000; 0;TRUE;2;1;2020-05-14;20; 5;2;2020;1;74
Corona-Maßnahmen zum Schutz der Bevölkerung;14. Mai 2020;fraktionslos;Gesundheit; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;  0;  2;  0; 4;0,00000000; 0;TRUE;2;1;2020-05-14;20; 5;2;2020;1;74
Corona-Maßnahmen zum Schutz der Bevölkerung;14. Mai 2020;SPD;Gesundheit; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;144;  0;  0; 8;1,00000000; 1;FALSE;2;1;2020-05-14;20; 5;2;2020;1;74
Corona-Maßnahmen: Aussetzung der Schuldenbremse - erster Nachtragshaushalt;25. März 2020;DIE LINKE;Humanitäre Hilfe; Gesellschaftspolitik; soziale Gruppen; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; 37;  0;  0;32;1,00000000; 1;TRUE;2;1;2020-03-25;13; 3;1;2020;1;24
Corona-Maßnahmen: Aussetzung der Schuldenbremse - erster Nachtragshaushalt;25. März 2020;SPD;Humanitäre Hilfe; Gesellschaftspolitik; soziale Gruppen; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben; Finanzen;128;  0;  0;24;1,00000000; 1;FALSE;2;1;2020-03-25;13; 3;1;2020;1;24
Corona-Maßnahmen: Aussetzung der Schuldenbremse - erster Nachtragshaushalt;25. März 2020;DIE GRÜNEN;Humanitäre Hilfe; Gesellschaftspolitik; soziale Gruppen; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; 42;  0;  0;25;1,00000000; 1;TRUE;2;1;2020-03-25;13; 3;1;2020;1;24
Corona-Maßnahmen: Aussetzung der Schuldenbremse - erster Nachtragshaushalt;25. März 2020;FDP;Humanitäre Hilfe; Gesellschaftspolitik; soziale Gruppen; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; 67;  0;  0;13;1,00000000; 1;TRUE;2;1;2020-03-25;13; 3;1;2020;1;24
Corona-Maßnahmen: Aussetzung der Schuldenbremse - erster Nachtragshaushalt;25. März 2020;fraktionslos;Humanitäre Hilfe; Gesellschaftspolitik; soziale Gruppen; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben; Finanzen;  0;  0;  1; 5;NA;NA;TRUE;2;1;2020-03-25;13; 3;1;2020;1;24
Corona-Maßnahmen: Aussetzung der Schuldenbremse - erster Nachtragshaushalt;25. März 2020;CDU/CSU;Humanitäre Hilfe; Gesellschaftspolitik; soziale Gruppen; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben; Finanzen;193;  0;  0;53;1,00000000; 1;FALSE;2;1;2020-03-25;13; 3;1;2020;1;24
Diätenanpassung der Abgeordneten;13. Dezember 2017;AfD;Parlamentsangelegenheiten; Politisches Leben; Parteien;NA;NA;NA;NA;  0; 87;  0; 4;0,00000000; 0;TRUE;2;1;2017-12-13;50;12;4;2017;0;-809
Diätenanpassung der Abgeordneten;13. Dezember 2017;CDU/CSU;Parlamentsangelegenheiten; Politisches Leben; Parteien;NA;NA;NA;NA;230;  0;  0;14;1,00000000; 1;FALSE;2;1;2017-12-13;50;12;4;2017;0;-809
Diätenanpassung der Abgeordneten;13. Dezember 2017;DIE GRÜNEN;Parlamentsangelegenheiten; Politisches Leben; Parteien;NA;NA;NA;NA; 65;  1;  0; 1;0,98484848; 1;TRUE;2;1;2017-12-13;50;12;4;2017;0;-809
Diätenanpassung der Abgeordneten;13. Dezember 2017;DIE LINKE;Parlamentsangelegenheiten; Politisches Leben; Parteien;NA;NA;NA;NA;  0; 63;  0; 4;0,00000000; 0;TRUE;2;1;2017-12-13;50;12;4;2017;0;-809
Diätenanpassung der Abgeordneten;13. Dezember 2017;FDP;Parlamentsangelegenheiten; Politisches Leben; Parteien;NA;NA;NA;NA; 69;  1;  1; 8;0,98571429; 1;TRUE;2;1;2017-12-13;50;12;4;2017;0;-809
Diätenanpassung der Abgeordneten;13. Dezember 2017;fraktionslos;Parlamentsangelegenheiten; Politisches Leben; Parteien;NA;NA;NA;NA;  0;  0;  0; 2;NA;NA;TRUE;2;1;2017-12-13;50;12;4;2017;0;-809
Diätenanpassung der Abgeordneten;13. Dezember 2017;SPD;Parlamentsangelegenheiten; Politisches Leben; Parteien;NA;NA;NA;NA;140;  0;  0;12;1,00000000; 1;FALSE;2;1;2017-12-13;50;12;4;2017;0;-809
Einführung einer Stiftung für Engagment und Ehrenamt;30. Januar 2020;DIE GRÜNEN;Gesellschaftspolitik; soziale Gruppen;NA;NA;NA;NA;NA;  1;  0; 56; 6;1,00000000; 1;TRUE;2;1;2020-01-30; 5; 1;1;2020;0;-31
Einführung einer Stiftung für Engagment und Ehrenamt;30. Januar 2020;DIE LINKE;Gesellschaftspolitik; soziale Gruppen;NA;NA;NA;NA;NA;  0;  0; 54;12;NA;NA;TRUE;2;1;2020-01-30; 5; 1;1;2020;0;-31
Einführung einer Stiftung für Engagment und Ehrenamt;30. Januar 2020;SPD;Gesellschaftspolitik; soziale Gruppen;NA;NA;NA;NA;NA;136;  0;  0;15;1,00000000; 1;FALSE;2;1;2020-01-30; 5; 1;1;2020;0;-31
Einführung einer Stiftung für Engagment und Ehrenamt;30. Januar 2020;CDU/CSU;Gesellschaftspolitik; soziale Gruppen;NA;NA;NA;NA;NA;215;  2;  4;25;0,99078341; 1;FALSE;2;1;2020-01-30; 5; 1;1;2020;0;-31
Einführung einer Stiftung für Engagment und Ehrenamt;30. Januar 2020;FDP;Gesellschaftspolitik; soziale Gruppen;NA;NA;NA;NA;NA;  0; 77;  0; 3;0,00000000; 0;TRUE;2;1;2020-01-30; 5; 1;1;2020;0;-31
Einführung einer Stiftung für Engagment und Ehrenamt;30. Januar 2020;fraktionslos;Gesellschaftspolitik; soziale Gruppen;NA;NA;NA;NA;NA;  0;  2;  3; 1;0,00000000; 0;TRUE;2;1;2020-01-30; 5; 1;1;2020;0;-31
Einführung einer Stiftung für Engagment und Ehrenamt;30. Januar 2020;AfD;Gesellschaftspolitik; soziale Gruppen;NA;NA;NA;NA;NA;  0; 76;  3;10;0,00000000; 0;TRUE;2;1;2020-01-30; 5; 1;1;2020;0;-31
Einführung eines inklusiveren Wahlrechts;15. März 2019;AfD;Gesellschaftspolitik; soziale Gruppen; Politisches Leben; Parteien; Recht;NA;NA;  0;  0; 66;24;NA;NA;TRUE;2;1;2019-03-15;11; 3;1;2019;0;-352
Einführung eines inklusiveren Wahlrechts;15. März 2019;CDU/CSU;Gesellschaftspolitik; soziale Gruppen; Politisches Leben; Parteien; Recht;NA;NA;218;  0;  0;28;1,00000000; 1;FALSE;2;1;2019-03-15;11; 3;1;2019;0;-352
Einführung eines inklusiveren Wahlrechts;15. März 2019;DIE GRÜNEN;Gesellschaftspolitik; soziale Gruppen; Politisches Leben; Parteien; Recht;NA;NA;  0;  0; 59; 6;NA;NA;TRUE;2;1;2019-03-15;11; 3;1;2019;0;-352
Einführung eines inklusiveren Wahlrechts;15. März 2019;DIE LINKE;Gesellschaftspolitik; soziale Gruppen; Politisches Leben; Parteien; Recht;NA;NA;  0;  0; 46;20;NA;NA;TRUE;2;1;2019-03-15;11; 3;1;2019;0;-352
Einführung eines inklusiveren Wahlrechts;15. März 2019;FDP;Gesellschaftspolitik; soziale Gruppen; Politisches Leben; Parteien; Recht;NA;NA;  0;  0; 60;19;NA;NA;TRUE;2;1;2019-03-15;11; 3;1;2019;0;-352
Einführung eines inklusiveren Wahlrechts;15. März 2019;fraktionslos;Gesellschaftspolitik; soziale Gruppen; Politisches Leben; Parteien; Recht;NA;NA;  1;  0;  2; 1;1,00000000; 1;TRUE;2;1;2019-03-15;11; 3;1;2019;0;-352
Einführung eines inklusiveren Wahlrechts;15. März 2019;SPD;Gesellschaftspolitik; soziale Gruppen; Politisches Leben; Parteien; Recht;NA;NA;126;  0;  0;26;1,00000000; 1;FALSE;2;1;2019-03-15;11; 3;1;2019;0;-352
Einsatz der Bundeswehr in Afghanistan verlängern;21. März 2019;DIE LINKE;Außenpolitik und internationale Beziehungen; Gesellschaftspolitik; soziale Gruppen; Verteidigung;NA;NA;NA;  0; 66;  0; 3;0,00000000; 0;TRUE;2;1;2019-03-21;12; 3;1;2019;0;-346
Einsatz der Bundeswehr in Afghanistan verlängern;21. März 2019;SPD;Außenpolitik und internationale Beziehungen; Gesellschaftspolitik; soziale Gruppen; Verteidigung;NA;NA;NA;135;  5;  2;10;0,96428571; 1;FALSE;2;1;2019-03-21;12; 3;1;2019;0;-346
Einsatz der Bundeswehr in Afghanistan verlängern;21. März 2019;CDU/CSU;Außenpolitik und internationale Beziehungen; Gesellschaftspolitik; soziale Gruppen; Verteidigung;NA;NA;NA;235;  0;  0;11;1,00000000; 1;FALSE;2;1;2019-03-21;12; 3;1;2019;0;-346
Einsatz der Bundeswehr in Afghanistan verlängern;21. März 2019;FDP;Außenpolitik und internationale Beziehungen; Gesellschaftspolitik; soziale Gruppen; Verteidigung;NA;NA;NA; 48; 11;  8; 7;0,81355932; 1;TRUE;2;1;2019-03-21;12; 3;1;2019;0;-346
Einsatz der Bundeswehr in Afghanistan verlängern;21. März 2019;fraktionslos;Außenpolitik und internationale Beziehungen; Gesellschaftspolitik; soziale Gruppen; Verteidigung;NA;NA;NA;  0;  3;  0; 1;0,00000000; 0;TRUE;2;1;2019-03-21;12; 3;1;2019;0;-346
Einsatz der Bundeswehr in Afghanistan verlängern;21. März 2019;AfD;Außenpolitik und internationale Beziehungen; Gesellschaftspolitik; soziale Gruppen; Verteidigung;NA;NA;NA;  0; 85;  0; 6;0,00000000; 0;TRUE;2;1;2019-03-21;12; 3;1;2019;0;-346
Einsatz deutscher Streitkräfte gegen den IS in Syrien (2017);12. Dezember 2017;AfD;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 89;  0; 3;0,00000000; 0;TRUE;2;1;2017-12-12;50;12;4;2017;0;-810
Einsatz deutscher Streitkräfte gegen den IS in Syrien (2017);12. Dezember 2017;CDU/CSU;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;235;  0;  0;10;1,00000000; 1;FALSE;2;1;2017-12-12;50;12;4;2017;0;-810
Einsatz deutscher Streitkräfte gegen den IS in Syrien (2017);12. Dezember 2017;DIE GRÜNEN;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  1; 58;  2; 1;0,01694915; 0;TRUE;2;1;2017-12-12;50;12;4;2017;0;-810
Einsatz deutscher Streitkräfte gegen den IS in Syrien (2017);12. Dezember 2017;DIE LINKE;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 63;  0; 6;0,00000000; 0;TRUE;2;1;2017-12-12;50;12;4;2017;0;-810
Einsatz deutscher Streitkräfte gegen den IS in Syrien (2017);12. Dezember 2017;FDP;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 76;  0;  0; 4;1,00000000; 1;TRUE;2;1;2017-12-12;50;12;4;2017;0;-810
Einsatz deutscher Streitkräfte gegen den IS in Syrien (2017);12. Dezember 2017;fraktionslos;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0;  1;  0; 1;0,00000000; 0;TRUE;2;1;2017-12-12;50;12;4;2017;0;-810
Einsatz deutscher Streitkräfte gegen den IS in Syrien (2017);12. Dezember 2017;SPD;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;124; 15;  1;12;0,89208633; 1;FALSE;2;1;2017-12-12;50;12;4;2017;0;-810
Einstufung als sichere Herkunftsstaaten: Maghreb-Staaten und Georgien;18. Januar 2019;DIE LINKE;Ausländerpolitik; Zuwanderung; Humanitäre Hilfe; Recht;NA;NA;NA;  0; 59;  0; 8;0,00000000; 0;TRUE;2;1;2019-01-18; 3; 1;1;2019;0;-408
Einstufung als sichere Herkunftsstaaten: Maghreb-Staaten und Georgien;18. Januar 2019;FDP;Ausländerpolitik; Zuwanderung; Humanitäre Hilfe; Recht;NA;NA;NA; 72;  0;  0; 8;1,00000000; 1;TRUE;2;1;2019-01-18; 3; 1;1;2019;0;-408
Einstufung als sichere Herkunftsstaaten: Maghreb-Staaten und Georgien;18. Januar 2019;SPD;Ausländerpolitik; Zuwanderung; Humanitäre Hilfe; Recht;NA;NA;NA;126; 10;  0;11;0,92647059; 1;FALSE;2;1;2019-01-18; 3; 1;1;2019;0;-408
Einstufung als sichere Herkunftsstaaten: Maghreb-Staaten und Georgien;18. Januar 2019;AfD;Ausländerpolitik; Zuwanderung; Humanitäre Hilfe; Recht;NA;NA;NA; 80;  0;  0;11;1,00000000; 1;TRUE;2;1;2019-01-18; 3; 1;1;2019;0;-408
Einstufung als sichere Herkunftsstaaten: Maghreb-Staaten und Georgien;18. Januar 2019;CDU/CSU;Ausländerpolitik; Zuwanderung; Humanitäre Hilfe; Recht;NA;NA;NA;230;  0;  0;16;1,00000000; 1;FALSE;2;1;2019-01-18; 3; 1;1;2019;0;-408
Einstufung als sichere Herkunftsstaaten: Maghreb-Staaten und Georgien;18. Januar 2019;DIE GRÜNEN;Ausländerpolitik; Zuwanderung; Humanitäre Hilfe; Recht;NA;NA;NA;  0; 65;  0; 2;0,00000000; 0;TRUE;2;1;2019-01-18; 3; 1;1;2019;0;-408
Erhöhung der Freigrenze beim Solidaritätszuschlag;14. November 2019;AfD;Neue Bundesländer; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;  0; 83;  0; 6;0,00000000; 0;TRUE;2;1;2019-11-14;46;11;4;2019;0;-108
Erhöhung der Freigrenze beim Solidaritätszuschlag;14. November 2019;CDU/CSU;Neue Bundesländer; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;230;  0;  0;16;1,00000000; 1;FALSE;2;1;2019-11-14;46;11;4;2019;0;-108
Erhöhung der Freigrenze beim Solidaritätszuschlag;14. November 2019;DIE GRÜNEN;Neue Bundesländer; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;  0; 59;  0; 7;0,00000000; 0;TRUE;2;1;2019-11-14;46;11;4;2019;0;-108
Erhöhung der Freigrenze beim Solidaritätszuschlag;14. November 2019;DIE LINKE;Neue Bundesländer; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;  0; 60;  0; 7;0,00000000; 0;TRUE;2;1;2019-11-14;46;11;4;2019;0;-108
Erhöhung der Freigrenze beim Solidaritätszuschlag;14. November 2019;FDP;Neue Bundesländer; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;  0; 71;  0; 9;0,00000000; 0;TRUE;2;1;2019-11-14;46;11;4;2019;0;-108
Erhöhung der Freigrenze beim Solidaritätszuschlag;14. November 2019;fraktionslos;Neue Bundesländer; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;  0;  1;  0; 1;0,00000000; 0;TRUE;2;1;2019-11-14;46;11;4;2019;0;-108
Erhöhung der Freigrenze beim Solidaritätszuschlag;14. November 2019;SPD;Neue Bundesländer; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;139;  0;  0;13;1,00000000; 1;FALSE;2;1;2019-11-14;46;11;4;2019;0;-108
Erhöhung der Luftverkehrssteuer;15. November 2019;AfD;Energie; Öffentliche Finanzen; Steuern und Abgaben; Naturschutz; Verkehr;NA;NA;  0; 73;  0;18;0,00000000; 0;TRUE;2;1;2019-11-15;46;11;4;2019;0;-107
Erhöhung der Luftverkehrssteuer;15. November 2019;fraktionslos;Energie; Öffentliche Finanzen; Steuern und Abgaben; Naturschutz; Verkehr;NA;NA;  0;  2;  0; 2;0,00000000; 0;TRUE;2;1;2019-11-15;46;11;4;2019;0;-107
Erhöhung der Luftverkehrssteuer;15. November 2019;SPD;Energie; Öffentliche Finanzen; Steuern und Abgaben; Naturschutz; Verkehr;NA;NA;135;  0;  0;17;1,00000000; 1;FALSE;2;1;2019-11-15;46;11;4;2019;0;-107
Erhöhung der Luftverkehrssteuer;15. November 2019;DIE GRÜNEN;Energie; Öffentliche Finanzen; Steuern und Abgaben; Naturschutz; Verkehr;NA;NA;  0; 53;  0;14;0,00000000; 0;TRUE;2;1;2019-11-15;46;11;4;2019;0;-107
Erhöhung der Luftverkehrssteuer;15. November 2019;DIE LINKE;Energie; Öffentliche Finanzen; Steuern und Abgaben; Naturschutz; Verkehr;NA;NA;  0;  0; 48;14;NA;NA;TRUE;2;1;2019-11-15;46;11;4;2019;0;-107
